,Unnamed: 0.1,Unnamed: 0,user_id,name,username,description,created_at,followers_count,following_count,following_list,following_agentid_list,previous_tweets,tweets_id,activity_level_frequency,activity_level,user_char
108,108,108,1167115776,Patrick,_TOYPAJ_,"30.
 Comic enthusiast/Cubs, Hawks, Bears/Psych or bust.

Currently playing: Final Fantasy 7 Rebirth.

Currently watching: 2 broke Girl",2013-02-10 21:48:22+00:00,692,3881,"['26995107', '393664969', '183768366', '632173421', '2281664328', '3646911', '3769927519', '364651031', '1001524393', '592815294', '459612537', '1903077054', '2147938057']","[104, 41, 81, 92, 127, 43, 45, 106, 16, 75, 15, 79, 4]","['@AnderWriter Oh wow really? Now I see it lol', '@AnderWriter She bae. Who is this?', ""@Martibro14 Right? If he was killing people, why isn't Joker dead? Makes no sense."", '@AnderWriter Haha nice. Well hopefully the wait is worth it', '@AnderWriter But heck yeah. Should be good.']","[692493817015046148, 692493140805160960, 692490689813291008, 692488484959997953, 692488219234009091]","[63, 49, 110, 108, 38, 62, 42, 22, 18, 3, 0, 0, 0, 0, 0, 1, 21, 33, 124, 79, 95, 112, 97, 65]","['normal', 'normal', 'active', 'active', 'normal', 'normal', 'normal', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'normal', 'active', 'normal', 'active', 'active', 'active', 'normal']","Patrick, known on Twitter as _TOYPAJ_, is a 30-year-old comic enthusiast who passionately supports the Cubs, Hawks, and Bears. With a love for the series ""Psych,"" he is currently immersed in playing Final Fantasy 7 Rebirth. Patrick enjoys watching the show ""2 Broke Girls"" and engages in friendly banter with his followers, showcasing his humor and enthusiasm for pop culture. He has a sizable following and is known for his engaging and interactive tweets that often involve discussing movies, gaming, and sports."
109,109,109,1416471446,Unitedfan,hugeutdfan,Love Manchester United and Comic book stuff,2013-05-09 21:12:45+00:00,137,903,"['3646911', '3229108261', '26995107', '1001524393', '2453827780', '3769927519', '364651031', '2897285323']","[43, 123, 104, 16, 47, 45, 106, 52]","['@redqueen82 one thing iv learned over the past few years, is Warners have cast for their comic book properties really well.', ""@GreenleafQuinn @AbuDhabiWeek @voxcinemas don't worry, hopefully ur time will come soon!"", '@GreenleafQuinn @AbuDhabiWeek @voxcinemas dude iv already got my ticket for the 1st day over here in Dubai :p', '@terrance_may that father/daughter relationship was beautiful', '@SpicyPulp nobody talks shit to Batman as seen in the latest TV spot too']","[691579091573583872, 689109454537797632, 689105848673660929, 688299194218446848, 688298907927838720]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 9, 1, 0, 0, 0, 2, 1, 0, 0, 0, 2, 0, 0, 0]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","Character Description:

Unitedfan, known online as hugeutdfan, is a dedicated Manchester United supporter with a passion for comic book content. Their Twitter feed is a mix of insightful commentary on comic book adaptations and enthusiastic discussions about their favorite football team. With a solid following and active engagement in online conversations, Unitedfan is a friendly and engaging presence in both the comic book and sports communities."
110,110,110,2316738511,ComicBook Film Awd,ComicBookFilmsA,Mixing the art of film with the art of comics | 2018 Best Comic Book Film: Logan ⏸ Avengers: Infinity War • Deadpool 2 •,2014-01-29 08:01:53+00:00,492,682,"['2281664328', '3769927519', '592815294', '1001524393', '3646911']","[127, 45, 75, 16, 43]","['#Kingsman 2 Is Going International [&amp;] ""a villain to rival Samuel L. Jackson"", Says @TaronEgerton https://t.co/x0uWfPgQZV via @ColliderNews', 'Exclusive: @ZackSnyder asked for\xa0Christopher Nolan’s blessing on #Batman \n||| #BatmanvSuperman  https://t.co/ofil5V5rJE', '""[#Batman] become the jury and executioner.” - #BatmanvSuperman EP Charles Roven https://t.co/j4Xj3wfE2s', '#Wolverine 3 Script Update from @RealHughJackman \\|/ #XMen  https://t.co/iqO4mQiWG3 via @ColliderNews', '#GuardiansoftheGalaxy  https://t.co/y0U2dpt1is']","[692424280529879040, 692422860728455169, 692420881008594944, 692412840922189826, 692227145763024896]","[4, 0, 2, 3, 4, 7, 9, 11, 18, 6, 1, 2, 0, 0, 0, 0, 2, 2, 8, 25, 4, 1, 4, 10]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'busy', 'busy', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'busy']","ComicBook Film Awd, known as ComicBookFilmsA online, is a dedicated fan of both film and comics. With a preference for high-quality adaptations like ""Logan"" and ""Avengers: Infinity War,"" they engage their nearly 500 followers with exclusive insights, updates, and thoughtful discussions on superhero movies. Creative, passionate, and always up-to-date with the latest comic book film news, ComicBook Film Awd is a go-to source for entertainment enthusiasts seeking a mix of cinematic and graphic novel entertainment."
111,111,111,50107673,Rodney Epps,superepps,,2009-06-23 21:26:38+00:00,534,952,"['3769927519', '3646911']","[45, 43]","['@Missdollycastro Your Big Booty is real.', 'JLo Opening Night Performance Planet Hollywood Las Vegas - Waiting For T... https://t.co/r2NKDHAOjb via @YouTube', 'David Meyer - jlo friends and family https://t.co/XHQCY1L0kO via @YouTube', 'Jennifer Lopez Commands Las Vegas With ""All I Have"" https://t.co/aLmCffLkGf via @YouTube', 'Jennifer Lopez All I have .. Vegas! Girls just want to have fun medley https://t.co/vNFrNOYyv2 via @YouTube']","[691834988677955585, 691003958962327553, 690753750789656576, 690741224207192065, 690740222548639744]","[2, 7, 10, 13, 11, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 1, 1]","['off_line', 'busy', 'busy', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","Rodney Epps, known as superepps on Twitter, is a social media enthusiast who has been active on the platform since June 2009. With over 500 followers, Rodney frequently engages with content related to celebrities like Jennifer Lopez. His tweets show a strong interest in entertainment, particularly in music and live performances. Rodney seems to have a fun-loving and enthusiastic personality, likely enjoying sharing his thoughts and experiences with his followers."
112,112,112,3836207894,Murray Shambee,MurrayShambee,,2015-10-09 12:15:40+00:00,244,2434,['3646911'],[43],"['@AlexPappas @TIME He A Racist', '@Libertea2012 thats the GOP', '@AHMalcolm @hughhewitt @thehill why', '@georgepbush @hughhewitt charge them . good', '@TheRoot disgraceful']","[692466752958140417, 692465798640734208, 692465637617201157, 692465354803712000, 692465141129056260]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21, 0, 8, 8, 6, 5, 2, 16, 3, 1]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'busy', 'off_line', 'busy', 'busy', 'busy', 'active', 'off_line', 'busy', 'off_line', 'off_line']","Murray Shambee is a Twitter user who joined the platform in October 2015. With a moderate following and a significant number of accounts followed, Murray appears to be engaged in political discussions based on the sample of previous tweets provided. Murray seems to have strong opinions on issues related to racism and politics, expressing them openly on the platform. This suggests a passionate and outspoken personality who actively participates in online conversations about current events and social issues."
113,113,113,3297337462,robbie graham,grahamrobbie49,,2015-05-25 01:23:00+00:00,57,225,"['3769927519', '592815294', '3646911', '1001524393']","[45, 75, 43, 16]","['WATCH: Witness the Fate of Martian Manhunter\'s Family on ""Supergirl"" | Comic Book Resources https://t.co/gDPm9XC67e via @cbr', 'Batman v Superman: Dawn of Justice (2016) - https://t.co/ctxkv6sZs0', 'Strange Visitor from Another Planet (2016) - https://t.co/TKwYw909gv', 'A.W.O.L. (2016) - https://t.co/GVXqIHGO2B', 'Pilot, Part 2 (2016) - https://t.co/5VYehQWhxJ']","[691997688808787968, 691743326207393792, 691436744554725376, 691436645216813056, 691436529470828546]","[7, 4, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 5, 1, 0]","['busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'active', 'off_line', 'off_line']","**Character Description:**
Robbie Graham, known online as grahamrobbie49, is a longtime Twitter user who joined in May 2015. With a modest following of 57 followers, Robbie is an avid fan of superhero-related content, frequently sharing updates and links to articles about popular comic book adaptations. Despite a high following count of 225, Robbie's own tweets are sporadic, focusing on a niche interest in superhero TV shows and movies. From the content shared, Robbie appears to have an interest in Martian Manhunter, Batman, and Superman, suggesting a fascination with powerful and enigmatic characters. Overall, Robbie comes across as a dedicated fan immersed in the world of comic book heroes, sharing updates and insights with fellow enthusiasts."
114,114,114,557498463,Issa Prince ♛ᴹᴬᴿⱽᴱᴺ ᴿᴼʸᴬᴸˢ,1andonlyIssa,Purple addict. Dog lover. Bookworm. Superman loyalist. Toy collector. Marco & Heaven #MarVen Defender. #HenryCavillSuperman,2012-04-19 04:15:46+00:00,1009,635,"['752472211', '2853621940', '2281664328', '1332881322', '592815294']","[90, 115, 127, 73, 75]","['Batsy &amp; Sups! #adorkable  https://t.co/iTY42CrfOw', ""@ReganSmith Geez! Why? Superheroes transcend nationalities. They are universal. Even kids know that. Don't own them."", '#JamesReid is ready to MOVE! Join him and #ManulifeMovePH in ASAP today! #JamesReidforManulifeMOVE 👍 https://t.co/HK84infSZJ', '30 minutes more!✨ #SarahGForManulifeMOVE  #JamesReidforManulifeMOVE #ManulifeMovePH  https://t.co/6CwHSp5m5S', 'Support #ManulifeMovePH in ASAP today! #JamesReidforManulifeMOVE #SarahGForManulifeMOVE 🏃🏻🚶🏻💃🏻🚴🏻🏊 https://t.co/lIvRWhG0Og']","[692275914437165056, 691426725129879552, 691106477650477056, 691103129379565568, 691102416851238912]","[1, 2, 5, 22, 6, 4, 1, 0, 5, 2, 1, 0, 1, 5, 12, 21, 6, 4, 1, 0, 0, 0, 0, 0]","['off_line', 'off_line', 'active', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'active', 'off_line', 'off_line', 'off_line', 'off_line', 'active', 'busy', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","Issa Prince ♛ᴹᴬᴿⱽᴱᴺ ᴿᴼʸᴬᴸˢ is a vibrant individual with a deep love for purple, dogs, books, and toys. Their loyalty to Superman and passion for defending their favorite couple, Marco & Heaven, shines through in their tweets. Issa is an active Twitter user since 2012, with a diverse range of interests and supportive engagement with various campaigns and events."
115,115,115,2853621940,Portal de Notícias sobre Henry Cavill ©,HenryCavillPo,Mídia sobre trabalhos e filantropia de #HenryCavill. Digital Media focused on Henry Cavill’s philanthropy and social work.,2014-10-31 18:40:07+00:00,14884,2126,"['191940361', '592815294', '2281664328', '1332881322', '1849355124', '1558077944', '1001524393', '557498463', '2472522037']","[9, 75, 127, 73, 60, 74, 16, 114, 91]","['7 dias para #BatmanvSuperman // 58 days until #BvS! -- #countdown #superman \n\n#TeamSuperman #BvS #HenryCavill https://t.co/gy4zQvuXGP', 'RT @itvchanneltv: #HenryCavill is teaming up w/ @DurrellWildlife for a charity event in May.https://t.co/nWoeoYM4oM https://t.co/oJXjmmvmnL', '#HenryCavill na @DurrellWildlife lançando o #doitfordurrell. INFO: https://t.co/Y7MqxWy8Zu #cavillconservation https://t.co/TvvouVpyZT', '#HenryCavill e seu 1º carro p/ o Durrell Chalenge 2016. https://t.co/Y7MqxWy8Zu #cavillconservation #doitfordurrell https://t.co/qxS1Ystm15', '#HenryCavill anuncia o Durrell Challenge 2016! Info: https://t.co/oaYJcmEld2 #cavillconservation #doitfordurrell https://t.co/HDdaJR5hzR']","[692441442065780737, 692394040462053376, 692393501959569409, 692389590812999681, 692388254285500419]","[15, 9, 6, 4, 0, 0, 0, 0, 0, 1, 4, 4, 2, 3, 2, 7, 7, 23, 9, 12, 16, 13, 14, 26]","['busy', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy']","Portal de Notícias sobre Henry Cavill ©, known as HenryCavillPo on Twitter, is a dedicated digital media account focused on sharing updates on Henry Cavill’s philanthropic efforts and social work. With a substantial following of 14,884, they engage their audience with informative and engaging content related to the actor's charitable activities. Known for their active involvement in promoting Cavill's conservation initiatives, they exhibit traits of passion, advocacy, and community engagement."
116,116,116,472476153,alex,cinegIoss,kendall roy’s depression buzzcut stan,2012-01-24 00:15:49+00:00,229,136,[],[],[],[],"[16, 17, 21, 19, 15, 12, 11, 10, 10, 8, 9, 11, 13, 12, 16, 19, 19, 19, 21, 21, 21, 20, 19, 18]",['off_line'],"Alex, known online as cinegloss, is a devoted fan of Kendall Roy, finding solace and solidarity in his struggles. With a distinct depression buzzcut aesthetic, Alex's Twitter reflects a blend of wit, introspection, and occasional fan-driven content. Despite a modest following, Alex's engagement and loyalty to their niche within the community shines through in their tweets."
117,117,117,805975849,nit,selinakvle,team ken baby,2012-09-06 03:39:11+00:00,1595,466,"['183768366', '3229108261']","[81, 123]","['Oc. https://t.co/GL56XlqeS0', '@jeunedeesse pues será lo más estúpido.', 'Lo único que sabe decir es “LMAO"". Que pendeja. https://t.co/6AZ89Mi6ro', 'KHÉ?! 😂😂 https://t.co/2EtJ31kVp7', 'Sí matan a Laurel en Arrow Katie dejaría de recibir tanto odio y podría trabajar en algo mejor 🎊']","[692497156754767877, 692496803703451648, 692496693846216704, 692495662366199810, 692495289844891648]","[25, 45, 59, 12, 11, 17, 16, 9, 2, 0, 0, 0, 2, 1, 4, 4, 4, 17, 11, 7, 24, 19, 21, 18]","['busy', 'normal', 'normal', 'busy', 'busy', 'busy', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy']","Nit, also known as selinakvle on Twitter, is a dedicated member of Team Ken Baby with a vibrant online presence. With a substantial following, they engage in various topics from entertainment to expressing opinions on TV shows like Arrow. Their tweets reflect a mix of humor, opinion-sharing, and engagement with their followers. Nit seems to have a witty and outspoken personality, unafraid to express their thoughts openly on social media."
118,118,118,34009792,Jennifer 🦋,MysticAngel1985,"Interests: Movies/Books, Superman, Batman, Blue Beetle, Godzilla, Outlander, Jamie & Claire, SamCait, L&O: SVU/OC, EO shipper/Chriska, Top Gun movies, etc.",2009-04-21 19:28:07+00:00,1721,4987,"['191940361', '2472522037', '1849355124', '2765062486', '4747574007', '1001524393', '364651031', '3229108261', '26995107', '46292816', '3000787195', '2853621940', '3769927519', '1301529636', '592815294', '3646911']","[9, 91, 60, 2, 86, 16, 106, 123, 104, 7, 125, 115, 45, 50, 75, 43]",[],[],"[16, 17, 21, 19, 15, 12, 11, 10, 10, 8, 9, 11, 13, 12, 16, 19, 19, 19, 21, 21, 21, 20, 19, 18]",['off_line'],"Jennifer 🦋, known online as MysticAngel1985, is a passionate and dedicated fan with a wide range of interests, including superheroes like Superman and Batman, as well as cult classics like Godzilla. She has a strong affinity for Outlander and its beloved characters Jamie & Claire, showcasing her deep appreciation for captivating storytelling. With a follower count of 1721, Jennifer has been an active member of the Twitter community since April 2009, engaging in discussions about various fandoms and sharing her enthusiasm for beloved movies and TV shows. Her extensive following count of 4987 suggests a sociable nature and a willingness to connect with others who share her interests."
119,119,119,24400322,KYLE B.,digital__junkie,,2009-03-14 17:35:53+00:00,362,961,"['592815294', '1001524393', '3646911']","[75, 16, 43]","['This is tripping me the fuck out! #redrum https://t.co/KM1KBLGrdE', ""Picked this up today. Can't wait to play it. Looks and sounds exactly like the 1980's cartoon!… https://t.co/qgOeyf77Y6"", 'New free content update coming to #Battlefront coming tomorrow! https://t.co/X4IomgxLm0', 'Anyone else really loving the new @thexfiles episodes? I miss this fucking show. It needs to be more than 6 episodes. #Fox #Mulder', 'Lets see some #WonderWoman in classic bullets &amp; bracelets mode! #DawnOfTheJusticeLeague #BVS #AmazonianWarrior https://t.co/6lBhlx2n3m']","[692230479504904192, 692050628873428992, 692044412327714816, 692038735119126528, 692033731499069440]","[3, 1, 1, 2, 2, 3, 2, 1, 0, 0, 0, 0, 1, 1, 2, 5, 10, 11, 7, 2, 0, 4, 1, 5]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'active', 'busy', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'active']","Kyle B., known as digital__junkie on Twitter, is a seasoned user since creating the account in 2009. With a following count of 961 and 362 followers, Kyle is an active participant in online discussions. His tweets reflect a keen interest in pop culture, particularly nostalgic references to 1980s cartoons and TV shows like The X-Files. Kyle is also enthusiastic about video games and eagerly shares updates and opinions. Overall, he comes across as a passionate and engaging individual with a penchant for sharing his interests with others online."
120,120,120,233746010,Watchman89,BatmanMeer1989,"I wish you all the best for 2020&the new decade
the big adventure of life has just started
Im a writer, inventor, dreamer
love anime, DC, Batman, movies& FCB",2011-01-04 00:51:36+00:00,724,1911,"['1849355124', '2853621940', '64137996', '183768366', '23044593', '3289390604', '2765062486', '3000787195', '1301529636', '2897285323', '2453827780', '3229108261', '26995107', '3769927519', '2281664328', '1001524393', '20295588', '592815294', '805975849', '632173421']","[60, 115, 38, 81, 64, 39, 2, 125, 50, 52, 47, 123, 104, 45, 127, 16, 48, 75, 117, 92]","['@kubothemovie looks wonderful\nlove great animation and will check it out surely', '@Tehsupercow great read thank you so much', '@Tehsupercow @GeekPride5 Eisenberg will fucking own it', '@VisualMaximusYT no, bye', '@ZoomEarth_2 @VisualMaximusYT @VisionInATux ???\nwe should agree that there is enough ""hate"" of Marvel fans too\ncant we both enjoy our movies']","[692459134831173633, 692412141027082242, 692397571235565573, 692354933358739457, 692354674033299458]","[28, 27, 24, 12, 2, 1, 1, 1, 5, 15, 16, 36, 21, 11, 24, 28, 43, 52, 24, 42, 50, 49, 43, 32]","['busy', 'busy', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'active', 'busy', 'busy', 'normal', 'busy', 'busy', 'busy', 'busy', 'normal', 'normal', 'busy', 'normal', 'normal', 'normal', 'normal', 'normal']","Watchman89, also known as BatmanMeer1989, is a creative writer, inventor, and dreamer whose big adventure in life has just begun. They have a deep passion for anime, DC, especially Batman, movies, and FCB. With a balance of curiosity and enthusiasm, they engage with a diverse range of topics on Twitter, from appreciating animations to discussing movie adaptations and sharing their love for various fandoms. Watchman89's friendly and optimistic nature shines through their interactions, making them an engaging presence on social media."
121,121,121,4860835583,سليمان عماد,batmanrise446,,2016-01-29 16:49:30+00:00,1,1,['3646911'],[43],[],[],"[16, 17, 21, 19, 15, 12, 11, 10, 10, 8, 9, 11, 13, 12, 16, 19, 19, 19, 21, 21, 21, 20, 19, 18]",['off_line'],"Sulaiman Imad, known online as batmanrise446, is a mysterious figure who joined Twitter in January 2016. With a limited online presence, his account hints at a reserved nature and a tendency towards privacy. Despite having a small following, his lack of tweets suggests a preference for observing rather than actively engaging on the platform. Sulaiman may possess a thoughtful and contemplative demeanor, choosing to carefully navigate the digital realm."
122,122,122,361208576,Big A Reviews,BigA85GL,"Reviews & Reactions to 🎞️/📺 & Pop Culture.
Email: bigatmg@gmail.com",2011-08-24 12:34:44+00:00,721,636,['3646911'],[43],"[""#KuboAndTheTwoStrings looks pretty damn interesting! IT'S GOING ON THE LIST!\nhttps://t.co/Bu6gKbHyqn"", '@SuperheroFeed The haters can kiss it! https://t.co/QloWR9RGcX', 'Been listening to the OST for #NeoTokyo. Very impressed. https://t.co/FTod0pYmS7', 'Fan projects can be so well done , that the owner of the property feels threatened. #XMen \nhttps://t.co/FJzZL9nUHj', ""I'm not surprised by this at all. #XMen  https://t.co/ZIWt7GP6gs""]","[692490060080533504, 692386134953967617, 692293297260335104, 692279866855657472, 692045027707621376]","[1, 0, 0, 0, 0, 0, 0, 0, 2, 9, 10, 12, 8, 3, 4, 8, 6, 0, 3, 6, 4, 3, 3, 2]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'busy', 'busy', 'busy', 'off_line', 'off_line', 'busy', 'busy', 'off_line', 'off_line', 'busy', 'off_line', 'off_line', 'off_line', 'off_line']","Meet Big A Reviews, known online as BigA85GL, a dedicated reviewer and reactor in the realm of movies, TV shows, and all things pop culture. With a passion for sharing thoughts on entertainment, Big A engages with a diverse range of content and isn't afraid to express opinions. Their engaging Twitter feed showcases a mix of excitement, appreciation for creativity, and a subtle hint of wit. With a decent following, Big A is a valuable voice in the online culture community."
123,123,123,3229108261,🌅Stephanie🌅,GeekPride5,Graduate student. TV & Movie fanatic. Food lover. WW in training. ❤@MidKnightMike5❤,2015-05-28 18:19:02+00:00,3131,899,"['26995107', '2267599075', '4747574007', '64137996', '183768366', '3646911', '1001524393', '805975849', '3297043269', '2897285323', '1849355124', '2259800258', '364651031', '326088092', '20295588', '2765062486', '2453827780', '2797529315', '233746010', '3769927519', '2281664328', '1301529636']","[104, 54, 86, 38, 81, 43, 16, 117, 129, 52, 60, 46, 106, 0, 48, 2, 47, 19, 120, 45, 127, 50]","['#Batman  https://t.co/gmW9hblWQz', '@KryptionianBabe @brucesdiana @BatarangBlues this will be us if Bruce &amp; Diana are the Mommy &amp; Daddy to the JL 😱💘 https://t.co/MM3cordDZM', '@KryptionianBabe https://t.co/Tlloz6iio3', '@bestever23 Yup! 💪😅💪😅💪😅', '#BatmanvSupermanDawnofJustice \n#Batman #Superman #WonderWoman 🙅 https://t.co/3ax5d5LSIO']","[692192116315942912, 692144686383919105, 692143758058614784, 692100460971298816, 692097411586523136]","[20, 33, 37, 31, 30, 12, 14, 6, 2, 0, 0, 0, 0, 1, 5, 26, 22, 23, 35, 22, 17, 20, 15, 7]","['busy', 'normal', 'normal', 'normal', 'active', 'busy', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'active', 'busy', 'busy', 'busy', 'normal', 'busy', 'busy', 'busy', 'busy', 'busy']","Stephanie, known as GeekPride5, is a dedicated graduate student with a passion for TV shows, movies, and delicious food. Her love for Wonder Woman shines through as she trains to embody the superhero's warrior spirit. Engaging with a significant following on Twitter since 2015, Stephanie shares her fandom for superheroes like Batman and Wonder Woman, connecting with others who share her interests. Her tweets reflect enthusiasm, support for fan theories, and a deep appreciation for the superhero genre. She also shares her personal interests, showcasing a warm and supportive nature towards her significant other, @MidKnightMike5."
124,124,124,367249853,Sam Elder,LittleElder,,2011-09-03 17:02:30+00:00,205,1358,"['3769927519', '1001524393', '3646911']","[45, 16, 43]","['Why is it as soon as I get all of @PhilCollinsFeed albums they all get re-released as deluxe editions? #moremoneyIdontgot #buyingthemalltho', 'Really wishing @GeorgeMichael would put out new music', '#BatmanvSuperman wants me to pick a side... alright here we go... #Batman', '#Superman', '#Batman']","[692027106314862592, 692026503182295040, 691336720495828992, 691336563104616449, 691336480904630272]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 1, 0]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","Sam Elder, known as LittleElder on Twitter, is an avid music lover who enjoys discussing and collecting albums by artists like Phil Collins and George Michael. They also have a keen interest in superhero movies, expressing a playful enthusiasm for debates like #BatmanvSuperman. Despite having a smaller following, Sam is engaged with their Twitter community and showcases a blend of music appreciation and pop culture fandom in their tweets. With a balance of wit and genuine passion, Sam adds a refreshing perspective to social media conversations."
125,125,125,3000787195,mich ʚ♡⃛ɞ,brcewaynes,"I’m a triple threat: depressed, anxious and gay.",2015-01-29 07:30:12+00:00,343,215,"['20295588', '2259800258']","[48, 46]","['@DCTrinity2016 we kind of unanimously decided to give her that stupid nickname to make her loyal a angry', '@DCTrinity2016 Felic*ty Smoak from arrow', 'comparing fefe to the queen Dinah is so disrespectful ew', 'this is so fucking disgusting who the fuck normalizes disorders like this ?¿\nfind the author. burn their house down. https://t.co/MJaZGBAUQd', '@heterostraight @OlicityMafia ugh gross, Tommy why are looking up trash ://']","[692264648066859009, 692262713075093504, 692258249907802113, 692257879777230848, 692256983064383488]","[59, 92, 86, 111, 115, 142, 104, 151, 135, 86, 48, 52, 30, 7, 0, 25, 5, 33, 72, 36, 64, 93, 94, 73]","['normal', 'active', 'normal', 'active', 'active', 'active', 'active', 'active', 'active', 'normal', 'normal', 'normal', 'active', 'busy', 'off_line', 'busy', 'active', 'normal', 'normal', 'normal', 'normal', 'active', 'active', 'normal']","mich ʚ♡⃛ɞ, known on Twitter as brcewaynes, showcases a mix of sharp wit and emotional vulnerability. Their tweets reveal a deep interest in series like Arrow and a strong stance against normalizing harmful behaviors. Known for being a triple threat - depressed, anxious, and gay - they navigate their online presence with a blend of dark humor and passionate advocacy. With a following count of 343, mich ʚ♡⃛ɞ's Twitter activity offers a glimpse into their keen observations and unwavering authenticity."
126,126,126,3012534790,💥Brainiac¹³ - CBM Updates💥🍉,Brainiac_13,"I put 'ess' in Success, Without me, life would 'Succ!' Just a 🇬🇧 Jedi sitting in the corner drinking my ☕ Movies🎬 Comics🦸‍♂️ Games 🎮 & all that other shit",2015-02-02 16:31:11+00:00,712,118,[],[],"['@Mister_Batfleck @mguggenheim @MericlesHappen I think we need the latest news 10000 text version of twitter for this topic..', ""@Mister_Batfleck @mguggenheim I haven't watched S3/S4 yet but all I'm hearing is Felicity this..Felicity that...This still about GA right???"", 'Cam we lock this guy up as well!  https://t.co/XHX92hoS4H', '@JamesFishPrime  😂', 'Somebody lock this person up!!! https://t.co/jLctcfe0Fi']","[692401270762639360, 692401081146556416, 692385524238159873, 692385041247277056, 692383638294519809]","[21, 32, 19, 3, 1, 0, 0, 0, 2, 1, 5, 0, 6, 5, 12, 3, 24, 24, 41, 38, 32, 35, 32, 46]","['busy', 'normal', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'active', 'off_line', 'busy', 'active', 'busy', 'off_line', 'busy', 'busy', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal']","💥Brainiac¹³ - CBM Updates💥🍉, also known as Brainiac_13, is a dedicated and witty character with a strong sense of self-worth. As a self-proclaimed bringer of success, they exude confidence and intelligence. Their Twitter activity revolves around discussions on movies, comics, games, and other related topics. They are opinionated and engaging in their interactions, displaying a passion for staying updated on the latest news and sharing their thoughts. With a British Jedi persona, they enjoy observing from the sidelines while savoring a cup of coffee."
